PCDS,LAT,LONG,pcds_clean
BA4 5LD,51.18974,-2.545592,BA45LD
BA5 1JJ,51.20175,-2.646629,BA51JJ
BA5 2AS,51.20762,-2.647498,BA52AS
BA5 2PJ,51.20974,-2.650162,BA52PJ
BA5 3DG,51.21764,-2.613404,BA53DG
BA6 9FT,51.13871,-2.736185,BA69FT
BA6 9JY,51.15012,-2.719638,BA69JY
BB1 1QD,53.74052,-2.454188,BB11QD
BB1 2EE,53.7307,-2.452581,BB12EE
BB1 2EH,53.73195,-2.453034,BB12EH
BB1 2QS,53.72969,-2.448827,BB12QS
BB1 2QX,53.72931,-2.447276,BB12QX
BB1 2QY,53.71803,-2.459521,BB12QY
BB1 3AE,53.75071,-2.46464,BB13AE
BB1 3BL,53.75159,-2.466955,BB13BL
BB1 3HQ,53.74981,-2.459914,BB13HQ
BB1 3NY,53.74792,-2.441076,BB13NY
BB1 4HX,53.76754,-2.417206,BB14HX
BB1 5BX,53.74893,-2.474022,BB15BX
BB1 5DG,53.75053,-2.474844,BB15DG
BB1 5QB,53.75894,-2.454053,BB15QB
BB1 5QR,53.75962,-2.458277,BB15QR
BB1 5UA,53.76913,-2.453511,BB15UA
BB1 6BH,53.75126,-2.481904,BB16BH
BB1 6DN,53.75123,-2.482677,BB16DN
BB1 6PF,53.7597,-2.471247,BB16PF
BB1 7DJ,53.74878,-2.484165,BB17DJ
BB1 7HP,53.75236,-2.482993,BB17HP
BB1 8AF,53.75245,-2.488075,BB18AF
BB1 9LQ,53.78849,-2.475152,BB19LQ
BB1 9SB,53.7738,-2.476549,BB19SB
BB10 1AF,53.79765,-2.243356,BB101AF
BB10 1DT,53.80155,-2.236334,BB101DT
BB10 1ED,53.8068,-2.234314,BB101ED
BB10 1EF,53.80742,-2.233801,BB101EF
BB10 1PD,53.80119,-2.243924,BB101PD
BB10 2TP,53.79958,-2.21897,BB102TP
BB10 3DH,53.80359,-2.23006,BB103DH
BB10 4EG,53.78644,-2.231331,BB104EG
BB10 4PB,53.78416,-2.219101,BB104PB
BB10 4QD,53.79027,-2.225964,BB104QD
BB11 1BJ,53.7912,-2.24256,BB111BJ
BB11 1TS,53.79207,-2.241229,BB111TS
BB11 1UF,53.79351,-2.240858,BB111UF
BB11 2HA,53.78635,-2.244869,BB112HA
BB11 3QR,53.77267,-2.238644,BB113QR
BB11 5JX,53.78174,-2.267758,BB115JX
BB11 5NA,53.78268,-2.297084,BB115NA
BB11 5UB,53.77924,-2.282765,BB115UB
BB12 6HA,53.78952,-2.28461,BB126HA
BB12 6HH,53.78952,-2.28461,BB126HH
BB12 6SZ,53.79603,-2.273891,BB126SZ
BB12 7BS,53.79139,-2.311946,BB127BS
BB18 6UN,53.9162,-2.144312,BB186UN
BB2 1DH,53.7497,-2.48777,BB21DH
BB2 2DH,53.74652,-2.486201,BB22DH
BB2 2LE,53.74301,-2.487601,BB22LE
BB2 3AL,53.7398,-2.476997,BB23AL
BB2 3RN,53.73706,-2.487123,BB23RN
BB2 4BZ,53.73463,-2.503876,BB24BZ
BB2 4JF,53.72914,-2.489562,BB24JF
BB2 4UW,53.73074,-2.491582,BB24UW
BB2 6DE,53.75274,-2.493538,BB26DE
BB2 6PN,53.75046,-2.504369,BB26PN
BB3 0DB,53.71317,-2.476362,BB30DB
BB3 0DG,53.71517,-2.476505,BB30DG
BB3 0PF,53.71147,-2.485433,BB30PF
BB3 1AT,53.70004,-2.47226,BB31AT
BB4 5QN,53.7057,-2.325747,BB45QN
BB4 5TU,53.72002,-2.337086,BB45TU
BB4 6HH,53.6969,-2.297584,BB46HH
BB4 8EG,53.70394,-2.285288,BB48EG
BB4 8EQ,53.7053,-2.286464,BB48EQ
BB4 8QL,53.73476,-2.286862,BB48QL
BB4 9AR,53.69549,-2.250958,BB49AR
BB5 0BT,53.75204,-2.387085,BB50BT
BB5 0DA,53.75206,-2.377638,BB50DA
BB5 0EY,53.74771,-2.386348,BB50EY
BB5 0RE,53.75083,-2.369119,BB50RE
BB5 3EG,53.7446,-2.394719,BB53EG
BB5 3JD,53.74204,-2.399972,BB53JD
BB5 3NB,53.74674,-2.393739,BB53NB
BB5 4DE,53.76716,-2.376575,BB54DE
BB5 4HD,53.7532,-2.389189,BB54HD
BB5 5AA,53.76168,-2.369457,BB55AA
BB5 5RW,53.77959,-2.382119,BB55RW
BB5 6PW,53.75501,-2.362103,BB56PW
BB5 6SQ,53.75373,-2.35595,BB56SQ
BB6 7AT,53.78664,-2.400609,BB67AT
BB6 7QB,53.78867,-2.406229,BB67QB
BB6 7QP,53.78642,-2.405615,BB67QP
BB7 1AZ,53.87119,-2.39211,BB71AZ
BB7 1BE,53.87042,-2.391829,BB71BE
BB7 1QD,53.87688,-2.377972,BB71QD
BB8 0BP,53.85556,-2.175586,BB80BP
BB8 0EB,53.85672,-2.170316,BB80EB
BB8 0NU,53.86071,-2.162745,BB80NU
BB8 7EW,53.87525,-2.121918,BB87EW
BB8 7LR,53.88339,-2.181408,BB87LR
BB8 9FB,53.85855,-2.171859,BB89FB
BB9 5DB,53.82454,-2.23098,BB95DB
BB9 5EG,53.82537,-2.23773,BB95EG
BB9 5FF,53.82473,-2.237498,BB95FF
BB9 5JL,53.82108,-2.235655,BB95JL
BB9 5QN,53.82569,-2.234906,BB95QN
BB9 5RY,53.82748,-2.230844,BB95RY
BB9 5SQ,53.82483,-2.232486,BB95SQ
BB9 6BP,53.84343,-2.227528,BB96BP
BB9 6PU,53.84084,-2.230128,BB96PU
BB9 6RX,53.83798,-2.236054,BB96RX
BB9 7JD,53.83591,-2.21527,BB97JD
BB9 7JS,53.83673,-2.217098,BB97JS
BB9 7LP,53.83771,-2.216191,BB97LP
BB9 7NH,53.83852,-2.214706,BB97NH
BB9 7NN,53.83785,-2.215067,BB97NN
BB9 7RJ,53.84181,-2.207535,BB97RJ
BB9 7TH,53.83911,-2.221244,BB97TH
BB9 7TZ,53.84238,-2.220759,BB97TZ
BB9 8EH,53.84195,-2.20521,BB98EH
BB9 9QL,53.83633,-2.208328,BB99QL
BB9 9SX,53.83689,-2.214257,BB99SX
BD1 3AZ,53.79967,-1.760191,BD13AZ
BD1 3BN,53.80117,-1.760319,BD13BN
BD1 3HT,53.79695,-1.755941,BD13HT
BD1 3NU,53.79678,-1.754742,BD13NU
BD1 3RG,53.79875,-1.759498,BD13RG
BD1 4HR,53.79564,-1.752578,BD14HR
BD1 4PS,53.79704,-1.755515,BD14PS
BD1 4QU,53.79733,-1.754952,BD14QU
BD1 5BJ,53.79538,-1.745612,BD15BJ
BD1 5EE,53.79377,-1.744574,BD15EE
BD1 5LL,53.79165,-1.744571,BD15LL
BD10 0JE,53.82381,-1.711352,BD100JE
BD10 0TD,53.83986,-1.725709,BD100TD
BD10 9TQ,53.83301,-1.718521,BD109TQ
BD12 0AJ,53.75433,-1.77199,BD120AJ
BD12 0NY,53.75552,-1.760306,BD120NY
BD13 1EW,53.77216,-1.823358,BD131EW
BD14 6QY,53.7788,-1.821312,BD146QY
BD14 6RF,53.78202,-1.823226,BD146RF
BD15 0DX,53.82429,-1.861695,BD150DX
BD15 7PA,53.80098,-1.820353,BD157PA
BD16 1AQ,53.82993,-1.831486,BD161AQ
BD16 1JG,53.83856,-1.865963,BD161JG
BD16 2HR,53.84864,-1.838799,BD162HR
BD16 2NB,53.84836,-1.837858,BD162NB
BD16 4FA,53.85006,-1.826725,BD164FA
BD16 4LD,53.85024,-1.835191,BD164LD
BD16 4NB,53.85094,-1.831874,BD164NB
BD17 5EL,53.85266,-1.766774,BD175EL
BD17 7TD,53.83681,-1.779521,BD177TD
BD18 1BX,53.83455,-1.766055,BD181BX
BD18 3DS,53.83138,-1.783408,BD183DS
BD18 3DZ,53.83193,-1.78263,BD183DZ
BD18 3EJ,53.83357,-1.779446,BD183EJ
BD18 3HH,53.83569,-1.782231,BD183HH
BD18 3LA,53.83834,-1.787718,BD183LA
BD18 3PY,53.83347,-1.776059,BD183PY
BD18 3QD,53.83255,-1.776535,BD183QD
BD19 5DN,53.72414,-1.712805,BD195DN
BD2 3DB,53.81381,-1.732105,BD23DB
BD2 4SE,53.80608,-1.726506,BD24SE
BD20 0NR,53.92611,-1.927374,BD200NR
BD20 5LD,53.87204,-1.867424,BD205LD
BD21 2AU,53.86771,-1.911584,BD212AU
BD21 2BL,53.86771,-1.914184,BD212BL
BD21 2JU,53.86671,-1.911722,BD212JU
BD21 3DR,53.8688,-1.908023,BD213DR
BD21 3PT,53.86572,-1.907421,BD213PT
BD21 4BZ,53.87613,-1.896143,BD214BZ
BD21 4EB,53.87553,-1.890395,BD214EB
BD21 4QB,53.86514,-1.899165,BD214QB
BD22 0EN,53.83169,-1.966342,BD220EN
BD22 7EB,53.85213,-1.922698,BD227EB
BD22 7NU,53.84935,-1.935228,BD227NU
BD22 8LR,53.83175,-1.946666,BD228LR
BD23 1FJ,53.96015,-2.022448,BD231FJ
BD23 1JZ,53.96268,-2.016993,BD231JZ
BD23 1NT,53.96383,-2.019737,BD231NT
BD23 1PB,53.96291,-2.018609,BD231PB
BD23 1PQ,53.96241,-2.018547,BD231PQ
BD23 1QU,53.9646,-2.029157,BD231QU
BD23 4NN,54.01664,-2.251565,BD234NN
BD24 9BP,54.06893,-2.282901,BD249BP
BD24 9DN,54.06711,-2.277815,BD249DN
BD24 9FH,54.06461,-2.276546,BD249FH
BD3 0BJ,53.79716,-1.740272,BD30BJ
BD3 0LT,53.80558,-1.746082,BD30LT
BD3 8ND,53.79625,-1.712648,BD38ND
BD3 9TR,53.79099,-1.726953,BD39TR
BD3 9TX,53.79213,-1.727765,BD39TX
BD4 6SE,53.75373,-1.737613,BD46SE
BD4 7HP,53.78377,-1.735635,BD47HP
BD4 7PG,53.78872,-1.739671,BD47PG
BD4 8BX,53.79069,-1.716739,BD48BX
BD4 8DA,53.78936,-1.720376,BD48DA
BD4 9JB,53.7785,-1.719567,BD49JB
BD4 9LX,53.77195,-1.722736,BD49LX
BD4 9SW,53.77374,-1.722467,BD49SW
BD5 0SW,53.78551,-1.758359,BD50SW
BD5 7LX,53.78048,-1.760406,BD57LX
BD5 8EL,53.7752,-1.753881,BD58EL
BD5 8JX,53.76844,-1.739311,BD58JX
BD6 1DJ,53.76184,-1.762166,BD61DJ
BD6 2QW,53.75629,-1.787889,BD62QW
BD6 3YJ,53.76957,-1.813204,BD63YJ
BD6 3YN,53.76926,-1.81715,BD63YN
BD7 1DP,53.79158,-1.763774,BD71DP
BD7 1HR,53.7929,-1.769853,BD71HR
BD7 1RW,53.78758,-1.770945,BD71RW
BD7 3BL,53.78511,-1.77542,BD73BL
BD7 3DY,53.78164,-1.782936,BD73DY
BD8 7JT,53.80297,-1.75999,BD87JT
BD8 8BD,53.806,-1.771285,BD88BD
BD8 8JY,53.79885,-1.771871,BD88JY
BD8 9JT,53.80402,-1.783686,BD89JT
BD8 9QT,53.80138,-1.789393,BD89QT
BD8 9TB,53.79625,-1.791681,BD89TB
BD9 4HL,53.82144,-1.77424,BD94HL
BD9 4HN,53.82177,-1.772445,BD94HN
BD9 5NP,53.81415,-1.794903,BD95NP
BH1 1AX,50.72094,-1.877914,BH11AX
BH1 1EP,50.72212,-1.875092,BH11EP
BH1 1HL,50.72324,-1.875358,BH11HL
BH1 1JA,50.72527,-1.872335,BH11JA
BH1 1JN,50.72285,-1.87118,BH11JN
BH1 1LY,50.72295,-1.874707,BH11LY
BH1 1PE,50.72216,-1.869595,BH11PE
BH1 3DH,50.72016,-1.868326,BH13DH
BH1 3LB,50.72194,-1.862782,BH13LB
BH1 3QR,50.72518,-1.853635,BH13QR
BH1 3SW,50.72689,-1.855443,BH13SW
BH1 4HN,50.72733,-1.842407,BH14HN
BH1 4PS,50.72889,-1.85436,BH14PS
BH11 8AH,50.76114,-1.908675,BH118AH
BH11 8JP,50.75723,-1.922193,BH118JP
BH11 8LL,50.7553,-1.927768,BH118LL
BH12 1DZ,50.73066,-1.912276,BH121DZ
BH12 1ED,50.73011,-1.914303,BH121ED
BH12 3ND,50.7447,-1.942921,BH123ND
BH12 3NZ,50.74131,-1.941976,BH123NZ
BH12 4LB,50.74703,-1.93929,BH124LB
BH12 4NZ,50.74545,-1.950163,BH124NZ
BH12 4QT,50.7438,-1.95249,BH124QT
BH12 5AG,50.75123,-1.92776,BH125AG
BH14 0AS,50.72884,-1.94158,BH140AS
BH14 0AT,50.72892,-1.942657,BH140AT
BH14 0AX,50.72901,-1.94447,BH140AX
BH14 0JR,50.72312,-1.954111,BH140JR
BH14 0RS,50.73407,-1.956949,BH140RS
BH14 8DA,50.71813,-1.953507,BH148DA
BH14 9BN,50.72833,-1.926845,BH149BN
BH15 1BP,50.71332,-1.987902,BH151BP
BH15 1QG,50.7154,-1.983836,BH151QG
BH15 2AA,50.72651,-1.990761,BH152AA
BH15 2FR,50.72071,-1.971807,BH152FR
BH15 2FS,50.72149,-1.969908,BH152FS
BH15 2JD,50.72286,-1.971041,BH152JD
BH15 2PG,50.71971,-1.975434,BH152PG
BH15 3EE,50.73702,-1.983815,BH153EE
BH15 4HL,50.71501,-2.01167,BH154HL
BH16 5BN,50.73008,-2.019963,BH165BN
BH16 5QU,50.73985,-2.027662,BH165QU
BH16 6JL,50.72793,-2.068813,BH166JL
BH17 0GE,50.73979,-1.97677,BH170GE
BH17 7FJ,50.74243,-1.993876,BH177FJ
BH17 7FP,50.74286,-1.993578,BH177FP
BH17 8SA,50.74203,-1.964524,BH178SA
BH18 8AZ,50.76413,-1.993944,BH188AZ
BH18 8DD,50.76741,-1.987066,BH188DD
BH18 9HT,50.76027,-2.00214,BH189HT
BH19 1AR,50.61324,-1.968946,BH191AR
BH19 2QN,50.60884,-1.971351,BH192QN
BH2 5BD,50.71796,-1.877284,BH25BD
BH20 4FR,50.68507,-2.119398,BH204FR
BH20 4HN,50.68734,-2.108319,BH204HN
BH20 4LT,50.68531,-2.109829,BH204LT
BH20 7LS,50.73342,-2.219986,BH207LS
BH21 1NF,50.80106,-1.988291,BH211NF
BH21 1WW,50.79604,-1.976232,BH211WW
BH21 3AA,50.78477,-1.988409,BH213AA
BH21 7PT,50.80661,-1.916662,BH217PT
BH21 7RB,50.81379,-1.91418,BH217RB
BH21 7RU,50.80911,-1.917197,BH217RU
BH21 7UH,50.8075,-1.922891,BH217UH
BH22 0LE,50.82695,-1.889792,BH220LE
BH22 0NF,50.83956,-1.890188,BH220NF
BH22 8TR,50.77309,-1.878148,BH228TR
BH22 9AG,50.80036,-1.892139,BH229AG
BH22 9AT,50.8001,-1.891516,BH229AT
BH22 9BZ,50.80075,-1.892522,BH229BZ
BH22 9EN,50.80393,-1.898843,BH229EN
BH22 9FE,50.8031,-1.888231,BH229FE
BH22 9HZ,50.80196,-1.89022,BH229HZ
BH23 1EB,50.73502,-1.77071,BH231EB
BH23 1QD,50.73649,-1.779389,BH231QD
BH23 1QL,50.737,-1.780662,BH231QL
BH23 1QQ,50.7381,-1.781266,BH231QQ
BH23 2AR,50.74163,-1.796641,BH232AR
BH23 2LP,50.74815,-1.793168,BH232LP
BH23 3QG,50.74132,-1.744815,BH233QG
BH23 3TA,50.73746,-1.749696,BH233TA
BH23 3TS,50.73655,-1.748851,BH233TS
BH23 5HE,50.74257,-1.696125,BH235HE
BH23 6NW,50.78508,-1.849718,BH236NW
BH23 6NX,50.78484,-1.854215,BH236NX
BH23 8AA,50.78093,-1.735351,BH238AA
BH24 1DN,50.84541,-1.789998,BH241DN
BH24 1JD,50.84763,-1.789363,BH241JD
BH24 1LG,50.84505,-1.787841,BH241LG
BH24 2AG,50.84191,-1.805366,BH242AG
BH24 2NN,50.84257,-1.810065,BH242NN
BH25 5BS,50.75757,-1.638313,BH255BS
BH25 5EN,50.75735,-1.652775,BH255EN
BH25 5NT,50.76504,-1.655086,BH255NT
BH25 5PZ,50.74757,-1.628482,BH255PZ
BH25 6DF,50.75498,-1.658223,BH256DF
BH25 6DJ,50.75239,-1.65793,BH256DJ
BH25 6DN,50.75145,-1.658815,BH256DN
BH25 6DQ,50.75282,-1.6558,BH256DQ
BH25 6EB,50.7486,-1.662039,BH256EB
BH25 6HY,50.75399,-1.655097,BH256HY
BH25 6SB,50.75186,-1.665687,BH256SB
BH25 6TL,50.75362,-1.667759,BH256TL
BH3 7AN,50.73732,-1.879586,BH37AN
BH3 7BY,50.73593,-1.882366,BH37BY
BH3 7HZ,50.74036,-1.887401,BH37HZ
BH31 6EP,50.87175,-1.866124,BH316EP
BH4 9DW,50.72255,-1.900009,BH49DW
BH4 9HJ,50.7235,-1.903421,BH49HJ
BH5 1HD,50.72556,-1.837738,BH51HD
BH5 1HQ,50.72526,-1.835671,BH51HQ
BH6 3AA,50.72826,-1.791513,BH63AA
BH6 3ES,50.72446,-1.797508,BH63ES
BH6 3ET,50.72389,-1.798686,BH63ET
BH6 3QS,50.72631,-1.817434,BH63QS
BH6 4DD,50.71957,-1.784356,BH64DD
BH6 5NX,50.7351,-1.813488,BH65NX
BH7 6DS,50.73384,-1.818637,BH76DS
BH8 0DB,50.74897,-1.82748,BH80DB
BH8 8AS,50.72774,-1.860271,BH88AS
BH8 8BN,50.73294,-1.849643,BH88BN
BH8 8BT,50.73244,-1.851557,BH88BT
BH8 8DA,50.73054,-1.855672,BH88DA
BH8 8GS,50.72423,-1.865736,BH88GS
BH8 8JU,50.73169,-1.867726,BH88JU
BH8 8QS,50.73279,-1.863118,BH88QS
BH8 8TW,50.73722,-1.862284,BH88TW
BH8 9QR,50.74162,-1.862342,BH89QR
BH8 9SL,50.75343,-1.857984,BH89SL
BH9 1BJ,50.74117,-1.878385,BH91BJ
BH9 2BN,50.75461,-1.874821,BH92BN
BH9 2DZ,50.75052,-1.877327,BH92DZ
BH9 2EG,50.74854,-1.877856,BH92EG
BH9 2EN,50.74619,-1.878302,BH92EN
BH9 2JE,50.74162,-1.888857,BH92JE
BL0 0QH,53.66874,-2.310386,BL00QH
BL0 9AQ,53.64807,-2.316255,BL09AQ
BL0 9TA,53.62837,-2.330684,BL09TA
BL1 1PP,53.57817,-2.425168,BL11PP
BL1 1QD,53.57701,-2.42564,BL11QD
BL1 2AX,53.58113,-2.431965,BL12AX
BL1 3AA,53.58283,-2.440894,BL13AA
BL1 3AD,53.58282,-2.44248,BL13AD
BL1 3AS,53.58406,-2.447296,BL13AS
BL1 3JS,53.59451,-2.446138,BL13JS
BL1 4AP,53.5822,-2.442941,BL14AP
BL1 4AY,53.57868,-2.438751,BL14AY
BL1 4DH,53.58104,-2.450995,BL14DH
BL1 4JU,53.58723,-2.453115,BL14JU
BL1 4NX,53.5806,-2.454147,BL14NX
BL1 4PH,53.57964,-2.458774,BL14PH
BL1 4QR,53.58195,-2.441428,BL14QR
BL1 4QZ,53.58084,-2.448606,BL14QZ
BL1 4RF,53.57911,-2.449117,BL14RF
BL1 5BP,53.57949,-2.465478,BL15BP
BL1 5LW,53.58571,-2.465546,BL15LW
BL1 7AL,53.6022,-2.432361,BL17AL
BL1 8AN,53.59449,-2.443977,BL18AN
BL1 8AP,53.59365,-2.441158,BL18AP
BL1 8DF,53.59345,-2.441488,BL18DF
BL1 8HB,53.59373,-2.431701,BL18HB
BL1 8PB,53.58951,-2.42498,BL18PB
BL2 1DW,53.57541,-2.421501,BL21DW
BL2 1ES,53.5728,-2.422004,BL21ES
BL2 1JN,53.57634,-2.415213,BL21JN
BL2 2JW,53.59451,-2.413381,BL22JW
BL2 2LS,53.58914,-2.41064,BL22LS
BL2 2LW,53.58915,-2.409054,BL22LW
BL2 2QL,53.58797,-2.409133,BL22QL
BL2 2UD,53.58858,-2.416874,BL22UD
BL3 2NZ,53.56352,-2.410527,BL32NZ
BL3 3AJ,53.56173,-2.441278,BL33AJ
BL3 3AQ,53.56374,-2.443111,BL33AQ
BL3 3PJ,53.56435,-2.449473,BL33PJ
BL3 3PY,53.56221,-2.452772,BL33PY
BL3 3PZ,53.56126,-2.454996,BL33PZ
BL3 3QA,53.56115,-2.454346,BL33QA
BL3 4EW,53.56541,-2.45951,BL34EW
BL3 5BH,53.57013,-2.442151,BL35BH
BL3 5LX,53.56875,-2.446666,BL35LX
BL3 6BU,53.57116,-2.429205,BL36BU
BL3 6NE,53.56926,-2.429443,BL36NE
BL4 7NS,53.54981,-2.394487,BL47NS
BL4 7NY,53.54979,-2.395045,BL47NY
BL4 9HP,53.54513,-2.399378,BL49HP
BL5 3JD,53.55036,-2.49684,BL53JD
BL5 3NE,53.56187,-2.532394,BL53NE
BL5 3QJ,53.55945,-2.523623,BL53QJ
BL5 3XE,53.56129,-2.53595,BL53XE
BL6 4DL,53.57949,-2.501093,BL64DL
BL6 5NA,53.59788,-2.541292,BL65NA
BL6 5PP,53.59293,-2.542196,BL65PP
BL6 7AE,53.60048,-2.547067,BL67AE
BL6 7AX,53.60006,-2.546065,BL67AX
BL7 9AB,53.61062,-2.414521,BL79AB
BL7 9RP,53.62653,-2.443482,BL79RP
BL8 1JJ,53.61371,-2.31831,BL81JJ
BL8 2NP,53.59152,-2.313973,BL82NP
BL8 3GY,53.61148,-2.337807,BL83GY
BL8 3LJ,53.61303,-2.340812,BL83LJ
BL9 0DZ,53.59182,-2.300439,BL90DZ
BL9 0JP,53.59407,-2.295801,BL90JP
BL9 0ND,53.59538,-2.292668,BL90ND
BL9 5BJ,53.60082,-2.294639,BL95BJ
BL9 5BN,53.59858,-2.293476,BL95BN
BL9 5BT,53.59802,-2.294363,BL95BT
BL9 5HQ,53.61,-2.297772,BL95HQ
BL9 6AS,53.59648,-2.286405,BL96AS
BL9 6BF,53.59596,-2.282896,BL96BF
BL9 6BU,53.59949,-2.283418,BL96BU
BL9 6HH,53.59931,-2.285502,BL96HH
BL9 6LQ,53.60125,-2.281103,BL96LQ
BL9 7BE,53.59435,-2.283535,BL97BE
BL9 7NX,53.59358,-2.265671,BL97NX
BL9 9AH,53.5867,-2.289692,BL99AH
BL9 9GQ,53.57651,-2.288641,BL99GQ
BL9 9GR,53.58521,-2.284214,BL99GR
BL9 9HN,53.58225,-2.29655,BL99HN
BL9 9JN,53.58421,-2.292047,BL99JN
BL9 9SW,53.57061,-2.295321,BL99SW
BN1 1EA,50.82263,-0.139433,BN11EA
BN1 3XE,50.82794,-0.141323,BN13XE
BN1 3XF,50.82649,-0.141878,BN13XF
BN1 4DU,50.82939,-0.139916,BN14DU
BN1 4ST,50.83352,-0.134498,BN14ST
BN1 5EJ,50.86182,-0.156716,BN15EJ
BN1 5FL,50.85677,-0.163124,BN15FL
BN1 6AF,50.83713,-0.14573,BN16AF
BN1 6HD,50.84015,-0.141449,BN16HD
BN1 6JJ,50.84634,-0.135549,BN16JJ
BN1 6WT,50.8473,-0.153112,BN16WT
BN1 7GA,50.84033,-0.131939,BN17GA
BN1 7GE,50.84404,-0.130158,BN17GE
BN1 8AF,50.86709,-0.123849,BN18AF
BN1 9EZ,50.86359,-0.11373,BN19EZ
BN1 9SB,50.86435,-0.082733,BN19SB
BN10 7QJ,50.79902,-0.000715,BN107QJ
BN10 7RH,50.80317,-0.001744,BN107RH
BN10 8BB,50.79581,0.001901,BN108BB
BN10 8SL,50.78909,0.011631,BN108SL
BN10 8SU,50.78813,0.018045,BN108SU
BN10 8TG,50.7898,0.019096,BN108TG
BN11 1EG,50.81244,-0.370735,BN111EG
BN11 1EX,50.81163,-0.370806,BN111EX
BN11 1LB,50.81866,-0.367466,BN111LB
BN11 1LY,50.81311,-0.369023,BN111LY
BN11 1QN,50.81109,-0.372613,BN111QN
BN11 1RY,50.81326,-0.371303,BN111RY
BN11 1SU,50.81245,-0.370934,BN111SU
BN11 1TA,50.81075,-0.372199,BN111TA
BN11 1UY,50.81784,-0.377574,BN111UY
BN11 2QS,50.81812,-0.352096,BN112QS
BN11 3JJ,50.80972,-0.379588,BN113JJ
BN11 3RN,50.80849,-0.385279,BN113RN
BN11 4AQ,50.8131,-0.384694,BN114AQ
BN11 4BR,50.81237,-0.377778,BN114BR
BN11 4DP,50.81712,-0.378366,BN114DP
BN11 4JN,50.81594,-0.387932,BN114JN
BN11 4SS,50.81803,-0.392943,BN114SS
BN11 5SA,50.81407,-0.404322,BN115SA
BN12 4AD,50.81359,-0.40289,BN124AD
BN12 4AP,50.81325,-0.402192,BN124AP
BN12 4HZ,50.80848,-0.413412,BN124HZ
BN12 4NX,50.81197,-0.422278,BN124NX
BN12 4SG,50.81431,-0.417359,BN124SG
BN12 4TX,50.81574,-0.430882,BN124TX
BN12 5DP,50.81463,-0.446165,BN125DP
BN12 5HL,50.81376,-0.447883,BN125HL
BN12 5JP,50.81548,-0.446761,BN125JP
BN12 6PP,50.82223,-0.45605,BN126PP
BN13 2AW,50.82881,-0.409683,BN132AW
BN13 2GZ,50.82821,-0.41091,BN132GZ
BN13 2TF,50.83103,-0.41303,BN132TF
BN14 0AX,50.84093,-0.392014,BN140AX
BN14 0SA,50.8672,-0.405762,BN140SA
BN14 0SE,50.86742,-0.406195,BN140SE
BN14 7LS,50.81986,-0.391999,BN147LS
BN14 7RN,50.82912,-0.378532,BN147RN
BN14 7TL,50.83066,-0.380722,BN147TL
BN14 8BX,50.81922,-0.37047,BN148BX
BN14 8NL,50.8291,-0.362842,BN148NL
BN14 9AW,50.8276,-0.369241,BN149AW
BN14 9DE,50.82971,-0.376381,BN149DE
BN14 9LU,50.83163,-0.374369,BN149LU
BN14 9RY,50.83067,-0.392182,BN149RY
BN15 8AF,50.82061,-0.33118,BN158AF
BN15 8TA,50.82249,-0.338112,BN158TA
BN15 9EL,50.83347,-0.315511,BN159EL
BN16 2SE,50.80434,-0.510613,BN162SE
BN16 3BJ,50.81292,-0.503186,BN163BJ
BN16 3BZ,50.81072,-0.504591,BN163BZ
BN16 3DA,50.81084,-0.505949,BN163DA
BN16 4EA,50.82846,-0.484499,BN164EA
BN17 5AR,50.80873,-0.541189,BN175AR
BN17 5FE,50.8089,-0.536045,BN175FE
BN17 5JA,50.80853,-0.539719,BN175JA
BN17 5QZ,50.81121,-0.587172,BN175QZ
BN17 6BP,50.81002,-0.541631,BN176BP
BN17 7TL,50.82282,-0.544611,BN177TL
BN18 0AA,50.85886,-0.569748,BN180AA
BN18 0GA,50.82489,-0.610343,BN180GA
BN18 9DL,50.85318,-0.557036,BN189DL
BN2 0AQ,50.82154,-0.125747,BN20AQ
BN2 0FE,50.82492,-0.118185,BN20FE
BN2 1RP,50.82168,-0.132442,BN21RP
BN2 1TS,50.82011,-0.132448,BN21TS
BN2 3AX,50.83224,-0.123458,BN23AX
BN2 4AE,50.83806,-0.12375,BN24AE
BN2 5NS,50.81847,-0.105312,BN25NS
BN2 5QL,50.83103,-0.10584,BN25QL
BN2 6AH,50.83991,-0.072372,BN26AH
BN2 6BA,50.83591,-0.079936,BN26BA
BN2 6NT,50.84007,-0.074695,BN26NT
BN2 7HE,50.80456,-0.058102,BN27HE
BN2 8FA,50.80721,-0.041172,BN28FA
BN2 9AA,50.82651,-0.133229,BN29AA
BN2 9AJ,50.82745,-0.13366,BN29AJ
BN2 9NE,50.828,-0.133795,BN29NE
BN2 9SH,50.8313,-0.128508,BN29SH
BN20 0DL,50.7588,0.208289,BN200DL
BN20 7AT,50.75972,0.278509,BN207AT
BN20 8QX,50.78287,0.254807,BN208QX
BN21 1HG,50.77228,0.268637,BN211HG
BN21 1HS,50.77237,0.26294,BN211HS
BN21 1QN,50.77257,0.26085,BN211QN
BN21 2BU,50.77747,0.280989,BN212BU
BN21 2RF,50.78138,0.269716,BN212RF
BN21 3HP,50.76929,0.289909,BN213HP
BN21 3QY,50.77051,0.28465,BN213QY
BN21 3TJ,50.76963,0.288436,BN213TJ
BN21 3UU,50.77293,0.283775,BN213UU
BN21 3UY,50.77381,0.284768,BN213UY
BN21 3XQ,50.77068,0.281779,BN213XQ
